,date,user,tweet,mentioned
2093229,2009-06-13 15:45:29,mtmsports,Lakers Lamar Odom Photo Mint W/ Two 24KT Gold Coins  #ilist #nba #lakers,[]
2114144,2009-06-13 16:14:19,freeloosedirt,"RT @amanisfly: Kobe has played 112 games this year, in the Olympics during the summer, & an entire season last year to the finals.#lakers",['amanisfly']
2114977,2009-06-13 16:15:30,mtmsports,Lakers 2009 W Conference Champion Celebration 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2115040,2009-06-13 16:15:32,mtmsports,Orlando Magic 09 East Champion Celebration 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2122367,2009-06-13 16:25:59,trendingnow, Lakers vs. Magic Game 4 (#Lakers #Magic #NBA #Kobe #Howard #TrendingNow),[]
2216338,2009-06-13 18:27:53,jvital23,RT @NBA_Lakers: Kobe and Shaq Needed Each Other: The Numbers Don't Lie  #lakers #nba,['nba_lakers']
2242767,2009-06-13 19:01:42,nba_lakers,"Your ""Game 5 a'coming/lazy Saturday afternoon"" reading  (LA Times) #lakers #nba",[]
2249153,2009-06-13 19:10:29,lakers_news,LakersNation #Lakers Magic must win 3 in a row… good luck: Magic must win three in a row to .. ,[]
2317370,2009-06-13 20:42:16,lakers_news,Lakers.com - #Lakers Adam Morrison: Manning the Sideline: Lakers forward Adam Morrison hasn&.. ,[]
2317464,2009-06-13 20:42:19,lakers_news,LakersNation #Lakers L.A. city officials could rain on Lakers parade: With the city struggli.. ,[]
2317557,2009-06-13 20:42:22,lakers_news,"LakersNation #Lakers Lamar Odom’s “sweet” Championship Trophy: Lamar Odom has special ""sweet.. ",[]
2317748,2009-06-13 20:42:30,lakers_news,LakersNation #Lakers Kobe confirms he’ll be a Laker next season: Kobe confirms he'll be a La.. ,[]
2320567,2009-06-13 20:45:43,djej1,RT @darrenrovell1: Woops. LA officials say can't afford #Lakers parade  #nba,['darrenrovell1']
2320568,2009-06-13 20:45:43,djej1,RT @darrenrovell1: Woops. LA officials say can't afford #Lakers parade  #nba,['darrenrovell1']
2339533,2009-06-13 21:11:35,lakeshowonline,"#lakers Lakers' Jackson fined $25,000 for ref comments (AP): The NBA has fined Lakers coach Phil Jackson .. ",[]
2348061,2009-06-13 21:22:39,thelakersnation,"#lakers L.A. city officials could rain on Lakers parade: With the city struggling financially, the cost o.. ",[]
2348117,2009-06-13 21:22:41,thelakersnation,"#lakers Lamar Odom’s “sweet” Championship Trophy: Lamar Odom has special ""sweet"" championship trophy. ",[]
2348140,2009-06-13 21:22:42,thelakersnation,#lakers Kobe confirms he’ll be a Laker next season: Kobe confirms he'll be a Laker this upcoming season. ,[]
2354005,2009-06-13 21:31:40,danvalles,"#LA is forcing city employee to take unpaid leave & possible layoffs, but are willing to spend $1M on a #Lakers parade? ",[]
2384878,2009-06-13 22:13:51,lakers_news,"LA Times - #Lakers Lakers Coach Phil Jackson fined by NBA: He's hit with a $25,000 penalty, as.. ",[]
2384993,2009-06-13 22:14:00,lakers_news,"InsideSoCal- #Lakers Jackson, Lakers fined: Phil Jackson and the Lakers were each fined $25,.. ",[]
2385567,2009-06-13 22:14:39,lakers_news,Lakers.com - #Lakers What If?: What if Courtney Lee’s layup as regulation time expired.. ,[]
2385611,2009-06-13 22:14:41,lakers_news,"Lakers.com - #Lakers Phil Jackson, Team Fined $25,000 Each: From the NBA: Los Angeles Lakers.. ",[]
2386743,2009-06-13 22:17:25,tylerrsv,Thats awesome RT #lakers Lamar Odom’s “sweet” Championship Trophy  (via @TheLakersNation),['thelakersnation']
2394711,2009-06-13 22:27:51,rickymar,#Lakers #Magic LOL This guy's comment is great. ,[]
2402403,2009-06-13 22:38:27,darc_miz, I love you Kobe! #kobebryant #lakers,[]
2433975,2009-06-13 23:21:43,nba_lakers,"So close, yet... actually, they're just so close  (LA Times) #lakers #nba",[]
2466056,2009-06-14 00:06:52,lakers_news,LA Times - #Lakers Why let truth get in the way of the story?: If the worldwide leader says it.. ,[]
2469627,2009-06-14 00:10:33,nba_lakers,Will the Real Head Coach of the Los Angeles Lakers Please Stand Up?  #lakers #nba,[]
2493946,2009-06-14 00:40:41,lakeshowonline,"#lakers Expect Lakers to do this some more: Kobe Bryant will be back, which means Phil Jackson should be .. ",[]
2508582,2009-06-14 00:58:01,realhoopsfan,Phil Jackson fined another $25K  (LA Times) #lakers #nba (via @NBA_Lakers),['nba_lakers']
2538182,2009-06-14 01:31:47,lakers_news,"LA Times - #Lakers Expect Lakers to do this some more: Kobe Bryant will be back, which means P.. ",[]
2565592,2009-06-14 02:04:00,michellelucky,Just added myself to the  twitter directory under: #gaming #lakers #card,[]
2568721,2009-06-14 02:07:11,denstyls,"RT @lakers_news: LA Times - #Lakers Lakers Coach Phil Jackson fined by NBA: He's hit with a $25,000 penalty, as.. ",['lakers_news']
2568722,2009-06-14 02:07:11,denstyls,"RT @lakers_news: LA Times - #Lakers Lakers Coach Phil Jackson fined by NBA: He's hit with a $25,000 penalty, as.. ",['lakers_news']
2572013,2009-06-14 02:10:21,lakeshowonline,"#lakers Mark Jackson's view: Lakers make the plays: Magic has been resilient, but Lakers have responded. .. ",[]
2596784,2009-06-14 02:40:30,lakeshowonline,"#lakers Kobe Bryant's Practice Interview: On the way to dinner in Orlando, BK called me with a heads up t.. ",[]
2605809,2009-06-14 02:50:47,realhoopsfan,Kobe Bryant's Practice Interview  (LA Times) #lakers #nba (via @NBA_Lakers),['nba_lakers']
2619166,2009-06-14 03:08:10,lakers_news,LA Times - #Lakers Everybody into the pool to discuss Orlando's considerable accommodations: S.. ,[]
2619222,2009-06-14 03:08:13,lakers_news,LA Times - #Lakers Free throws seem to be kryptonite for Superman: Text messages from press ro.. ,[]
2645578,2009-06-14 03:40:31,mtmsports,Lakers 2009 NBA Western Conference Champions 24KT Gold Coin Photo Mint  #ilist #nba #lakers,[]
2646322,2009-06-14 03:41:36,realhoopsfan,"RT When Kobe Retires, Dwyane Wade Will Be Kobe Bryant 2.0  #lakers #nba (via @NBA_Lakers).....what do you think?",['nba_lakers.....what']
2744230,2009-06-14 06:00:32,landoncase,Just added myself to the  twitter directory under: #sportsfan #hiphopmusic #lakers,[]
2755864,2009-06-14 06:20:44,xbrn,"@lakergirl1  - ur #lakers #twitpics r pure #sports #entertainment.. give us more.. esp. those ""do i look thug en ...",['lakergirl1']
2903679,2009-06-14 10:50:11,valdezign,Great list of NBA Finals tweets.  via @ESPN. #Lakers #Magic,['espn']
2931804,2009-06-14 11:45:17,mtmsports,2009 NBA Finals Dueling Logo's 24KT Gold Coin Lakers vs. Magic  #ilist #nba #lakers,[]
2999299,2009-06-14 13:45:25,mtmsports,Orlando Magic 2009 Eastern Conference Champion 24KT Gold and Color Coin  #ilist #nba #lakers,[]
3029597,2009-06-14 14:32:53,lakerstickets,"#Lakers' Bryant, Jackson on verge of #NBA title (@APNews) ",['apnews']
3060478,2009-06-14 15:17:43,eyethinq,Lakers or Magic? What do YOU think? Reply @eyethinq. Watch LIVE @  #lakers #magic #nba,"['eyethinq', '']"
3062112,2009-06-14 15:19:53,nba_lakers,Is Phil Jackson the Best Coach If Starting a Franchise?  #lakers #nba,[]
3067383,2009-06-14 15:27:03,outreachnumedia,RT @LoriMoreno Go LAKERS! RT @HennArtOnline @billzucker Hey you! LA is gearing up for #LAKERS,"['lorimoreno', 'hennartonline', 'billzucker']"
3078105,2009-06-14 15:41:46,ecombuffet,Any suggestions on the best place to watch the Laker game today? OC or LA. Thanks! #Lakers,[]
3082763,2009-06-14 15:47:49,ryanlowdermilk,RT Lakers or Magic? What do YOU think? Reply @eyethinq. Watch LIVE @  #lakers #magic #nba,"['eyethinq', '']"
3090884,2009-06-14 15:59:57,lotay,"#Lakers' Bryant, Jackson on verge of #NBA title (@APNews)  via @LakersTickets","['apnews', 'lakerstickets']"
3092103,2009-06-14 16:02:32,hgo24,RT @TheLakersNation: #lakers Logo impressed by Kobe’s tenacity: Jerry West is very impressed by Kobe's tenacity! ,['thelakersnation']
3105546,2009-06-14 16:23:17,nba_lakers,LA Lakers' Luke Walton: Role Model For The Aspiring Non-Superstar  #lakers #nba,[]
3115983,2009-06-14 16:40:26,mtmsports,LA Lakers Licensed Team Photos and Coins  #ilist #nba #lakers,[]
3125079,2009-06-14 16:52:31,thelakersnation,#lakers Pietrus speaks about the “caress”: Pietrus talks about the hard foul on Pau Gasol. ,[]
3128319,2009-06-14 16:56:58,dshep04,I say the #Reds are going to win tonight over the #Royals and the #Lakers will beat the #Magic with some flare tonight..GO #Reds and #Lakers,[]
3129888,2009-06-14 16:59:43,hash_reds,RT @dshep04 I say the #Reds are going to win tonight over the #Royals and the #Lakers will beat the #Magic with some flare tonight..GO # ...,['dshep04']
3129916,2009-06-14 16:59:44,hash_royals,RT @dshep04 I say the #Reds are going to win tonight over the #Royals and the #Lakers will beat the #Magic with some flare tonight..GO # ...,['dshep04']
3132619,2009-06-14 17:02:58,dananai,Dear God please do the #lakers like you did #ManU Amen.,[]
3141034,2009-06-14 17:13:13,lakers_news,LakersNation #Lakers Pietrus speaks about the “caress”: Pietrus talks about the hard foul on.. ,[]
3143029,2009-06-14 17:16:08,mysmallpotatoes,"#damnright //Dear #Lakers, I want only 1 thing: Beat the Magic,I wanna see Pietrus cry into Howard's gigantic alien arms.(via @dangerbowie)",['dangerbowie']
3143481,2009-06-14 17:16:32,hgo24,Sounds great #lakers Kurt Rambis Taking Over Lakers 2010-11?: Could Kurt Rambis Take Over the Lakers in 2010-11? ,[]
3166289,2009-06-14 17:49:30,mineralrich,Can't wait for the @Lakers game tonight. Go #Lakers!,['lakers']
3171185,2009-06-14 17:55:34,djhaul,"Sun is shining, Beach is nice...Lakers gonna take this today #Lakers",[]
3186481,2009-06-14 18:15:46,anthony_carter,"RT True indeed. @johnraser: Enjoyed: ""No matter outcome of Game 5, Magic's season a success""  #Magic #NBA #Lakers #Finals",['johnraser']
3193716,2009-06-14 18:26:10,christiewalker,@Lillianisrad thanks!! We started at goldenwest and went to the new jette and back. Now I can pig out during the game!! #lakers,['lillianisrad']
3202218,2009-06-14 18:41:03,lakeshowonline,"#lakers Let the ""what does it all mean?"" talk begin!!!: Up 3-1 in the NBA Finals and seeking out just one.. ",[]
3203072,2009-06-14 18:42:30,libbunnie, - My new screensaver.. Gosh that was an awesome shot.. #derekfisher #lakers,[]
3204693,2009-06-14 18:44:21,beautificate,@EvilTh1rt3en your going to miss the #lakers win the championship because the #magics are going to win it.,['evilth1rt3en']
3220288,2009-06-14 19:03:12,chadharper23,"@taddgrandstaff If you were here, you would be going to the #Lakers #Magic game too!! Next time show me some love bro!!",['taddgrandstaff']
3221056,2009-06-14 19:04:34,charlestonburr,"Would #shaq and #lebron be able to take on the #celtics, #lakers, and #magic?",[]
3228635,2009-06-14 19:13:45,lakers_news,"LakersNation #Lakers Bynum to pass on USA Basketball minicamp to rehab knee, get healthy: By.. ",[]
3234939,2009-06-14 19:21:39,dailystatsmobi,Can't watch the #Lakers historic game tonight? Follow along on your phone @ ,['']
3253803,2009-06-14 19:43:31,chadharper23,"Going to the NBA Finals game tonight with Michelle, @timgrandstaff and his boy. 2 #MAGIC fans and 2 #LAKERS fans should be fun!!",['timgrandstaff']
3256323,2009-06-14 19:47:09,hlwdblvd,"If twitter #lakers #golakers & #nba fans donated $1 or more, hundreds of kids could get cleft palate surgeries : ) ",[]
3256862,2009-06-14 19:47:38,osphoto_akili,Get psyched for game 5 between #Magic #Lakers w/photos from series ,[]
3261447,2009-06-14 19:54:44,thelakersnation,"#lakers Bynum to pass on USA Basketball minicamp to rehab knee, get healthy: Bynum to pass on USA Basketb.. ",[]
3265842,2009-06-14 20:03:43,rk_p,RT @zosokun #ninja #squarespace #lakers #costco #gym #lakeparis #nikon #tamron..... #lol (via @squarespaceRT),"['zosokun', 'squarespacert']"
3266514,2009-06-14 20:05:10,mrpaulevans,Let's Go #Lakers !!! RT @Lakers: RT @Jbuss: Twitter Game Day Chant: Let's Go @Lakers! (keep it rolling),"['lakers', 'jbuss', 'lakers!']"
3295094,2009-06-14 20:39:39,taniashortycake,Just added myself to the  twitter directory under: ##orangecounty ##tweeter ##lakers,[]
3310350,2009-06-14 21:05:27,premierecollege,"RT @ezyville Let's never forget Kobe's epic cameo in Brian McKnight's ""Hold Me""  #lakers #kobe",['ezyville']
3310565,2009-06-14 21:05:48,foryourcomfort,"RT @ezyville Let's never forget Kobe's epic cameo in Brian McKnight's ""Hold Me""  #lakers #kobe",['ezyville']
3314103,2009-06-14 21:10:22,britopian,RT @HennArtOnline: RT @LoriMoreno Go LAKERS! RT @HennArtOnline @billzucker Hey you! LA is gearing up for #LAKERS <-- me too.,"['hennartonline', 'lorimoreno', 'hennartonline', 'billzucker']"
3329755,2009-06-14 21:29:06,carondg,"RT @PRProSanDiego: Alll U #Lakers fans getting hyped 4 the game, check out ths site by a couple of Long Beach boys: www.representkobe.co ...",['prprosandiego']
3341081,2009-06-14 21:41:51,mtelles,"#RT...Alll #Lakers fans getting hyped for the game, check out this site by a couple of Long Beach boys: www.representkobe.com Cool! Pls RT!",[]
3342600,2009-06-14 21:43:40,lakeshowonline,#lakers QOTD: Get 'er done?: I think it's a pretty self explanatory question. You feeling champions crown.. ,[]
3345908,2009-06-14 21:49:04,timgrandstaff,Headed to the NBA FINALS!!!! Go #Lakers!! ,[]
3357247,2009-06-14 22:05:44,elland666,"Aerosmith – Remember (Walking In the Sand)"" ♫ 
2009-06-14 22:05:44	goingbeyondme	Quick @ClintonSparks @Djhectik @DJ_Alcide @Tyrese4Real - Take Me Away (B.Me REMIX) -  LETS GO
2009-06-14 22:05:44	jamesh_1993	@jdrydenme prezzie for ya  just found it on Twitpic ;)
2009-06-14 22:05:44	jcanez	Ya el podcast esta disponible..  y el RSS: 
2009-06-14 22:05:44	jonfacebook	Rachel Janssen Jasmin had a great Birthday weekend. I cant believe shes 2 already! Sitting here with a monster o.. 
2009-06-14 22:05:44	lastregamia	@architeuth1s @FAKELeah I'm quite the fan of lingerie myself, but I'd rather just go naked. &lt;shrugs&gt;
2009-06-14 22:05:44	ldsbloggers	I'dRatherBeWriting-TomJohnson: Blogging, Podcasting, and Screencasting: Eight Characteristics to Attract Devot  #ldsblogger
2009-06-14 22:05:44	lxbu7e	Check this out: Chrome Hard Case Skin Cover For Apple iPHONE 3G 8 16G W 
2009-06-14 22:05:44	mcmcupcake	Mid-century Modern Color Tribute (Adjustable Cocktail Ring)  by me
2009-06-14 22:05:44	nasque	is beverley knight ever gonna beon alan carr #iremember 
2009-06-14 22:05:44	postaboi	RT @RaNdybLaNcO: RT @POSTABOI: Puerto Rican girls = hood rats lmaoooo ( he aint lyin lol)...LMAOOOO
2009-06-14 22:05:44	sabanejat	RT @DanielMorgan: CNN's coverage remains pisspoor #cnnfail #iranelection 
2009-06-14 22:05:44	sneak3r	Air Jordan XII (12) Retro 'Rising Sun' - October 2009 
2009-06-14 22:05:44	stopbeefinradio	Tell drop mr 840 aka st james said whats hanninn!!! RT @itshav: @djmontecarlo drop is good peoples. I met him last weekend in Dallas.
2009-06-14 22:05:45	1023maxfm	Metallica - Enter Sandman - 05:00 PM visit www.RadioTAGr.com/WDQX to TAG this song
2009-06-14 22:05:45	alvarezphoto	HE SHALL BE LEVI: GQ Features on men.style.com 
2009-06-14 22:05:45	andreichi19	Hahaha HSM is way too green to be in ABQ...Get it right!
2009-06-14 22:05:45	brianabananas	@jonasbrothers  - I'm buying your CD at midnight!!!! :) for the first time (buying it at midnight)
2009-06-14 22:05:45	caliarchie	Had a busy day, had coffee, then went to the gym, then trader joes, came home ate lunch, and started packing for San Diego ;-)
2009-06-14 22:05:45	cpudan	RT @CaliArchie: #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers #Lakers#Lakers#Lakers pass it on ;-)
2009-06-14 22:05:45	dstiel	RT @LiquidWeb: Please RT this to join the group #LiquidwebSpecial oh why not.
2009-06-14 22:05:45	evilbeet	 - Chillin at the fake beach! Woot woot!
2009-06-14 22:05:45	filasims	RT @RussellDevon: #niggaugay if you cried when T.I. went to jail!
2009-06-14 22:05:45	gaytheologian	RT @Tahlib: Please watch: 20yo Pentecostal man's journey to finally reconcile being Gay & Christian: 
2009-06-14 22:05:45	glamor0us	Recently snapped picture 
2009-06-14 22:05:45	glimmernews	New blog post: Bo Bice & Caroline Bice expecting third child (photo) 
2009-06-14 22:05:45	gusribeiro	Mombojó – Faaca ♫ 
2009-06-14 22:05:45	hellebelle1	Just added myself to the  twitter directory under: #blogger #women #mo
2009-06-14 22:05:45	helmeloh	Besorgniseregende Entwicklung in Asien 
2009-06-14 22:05:45	joeyallover	@julieisonfire you know what I love?
2009-06-14 22:05:45	justinvincent	Banksy Launches Suprise Exhibition - Largest Project To Date 
2009-06-14 22:05:45	kristovaarmari	Igav? 
2009-06-14 22:05:45	laroach	New blog post: How to Use Dreamstime Image Collections to Market Your Stock Images. Stop by and leave a comment. 
2009-06-14 22:05:45	laurencekrishna	True Blood: Oh & for the record let it be known that I said that is NOT Lafayette dead in the car! If Im wrong c.. 
2009-06-14 22:05:45	mezzoblue	Tech conferences & misogyny: first, the Ruby incident -  - and now a Flash one -  - such poor judgment.
2009-06-14 22:05:45	morganpressel	RT @LoutzenhiserBri: or of could be an oil company conspiracy to confuse people make them drive more and have to buy more gas (seems likely)
2009-06-14 22:05:45	msales	Chegamos em Blumenau... Sabem onde foi a primeira visita??? CERVEJA!!!!!! Vejam a foto... ;) 
2009-06-14 22:05:45	mssuperstar7	@TerrenceJ106 Yea Terrence i feel you......
2009-06-14 22:05:45	myonbot	＠purin_jiisan みょーーん！
2009-06-14 22:05:45	njyporg	Princeton. Happy Hour. Wednesday. Young Professionals Only. 
2009-06-14 22:05:45	pussinboots_	Get 100 followers a day using 
2009-06-14 22:05:45	rapidinfluence	Cloud challenges include hype, federation and identity - Computerworld New Zealand 
2009-06-14 22:05:45	renatazboril	@fepacheco Noivo Neurotico, Noiva Nervoa eh demaaaaaais! O melhor filme dele!
2009-06-14 22:05:45	tallivansunder	Have no spare time to workout? Well I have a solution for you! Listen to show 49  #Podcast #Health
2009-06-14 22:05:45	vinimanfio	 - ontem, na casa do miguel, um momento fotográfico ruim do mesmo
2009-06-14 22:05:45	wbtv_sports	Headlines: Calhoun's homer keys ASU's 5-2 win over Carolina: Associated Press - June 14, 2009 6:03 PM .. 
2009-06-14 22:05:45	wimrampen	RT @GrahamHill: RT @wimrampen: Profit (ROI) is an Opinion - Cash is King | (as long as cash is truly yours ;-)
2009-06-14 22:05:46	amyyg	@jonasbrothers  - Haha, I love it!
2009-06-14 22:05:46	ashleyjb	My Daily Twittascope - 
2009-06-14 22:05:46	bellevillenewsd	One injured in tractor mishap in Aviston 
2009-06-14 22:05:46	chriskanga788	I am a fan of Nigahiga to. But i still like smosh more
2009-06-14 22:05:46	classicalnews	Russian Ekaterina Shcherbachenko wins BBC Cardiff Singer of the World. Italian Giordano Luca wins audience prize 
2009-06-14 22:05:46	darcwood	Following #Iranelection on twazzup! 
2009-06-14 22:05:46	dymplezsmilez	Just added myself to the  twitter directory under: #celebrity #entrepreneur #unique
2009-06-14 22:05:46	estadaonews	Marginal do Tietê tem lentidão de pouco mais de 9 km 
2009-06-14 22:05:46	ezdentalsavings	NDA endorses close -up new campaign 
2009-06-14 22:05:46	friendfeedlinks	Google Voice’s Secret Weapon: Number Portability 
2009-06-14 22:05:46	funkastik	metal_orgie_punk_ Une vidéo de Grave Maker est disponible ici. Le groupe est actuellement .. 
2009-06-14 22:05:46	geezeweb	Blogging 'JUNE 2009 COMANCHE COUNTY MEETING' 
2009-06-14 22:05:46	hardsexprince	Dieses Paket, (dass so sonst nirgendwo zu finden ist) mit einer geballten Ladung an.. jetzt anschauen! 
2009-06-14 22:05:46	hnaalulz	 how did that happen
2009-06-14 22:05:46	ja_wp_newpages	[ja.wp NewPages] Sky High (真中潤のアルバム) 
2009-06-14 22:05:46	kostuch	Caught in Cabela's orbit trying to pass by. 
2009-06-14 22:05:46	melissabillie	OMFG NOOOOOO.
2009-06-14 22:05:46	mksentaiprime	Check this video out -- My top 20 wwe legends 
2009-06-14 22:05:46	music_concerts	Gustav Leonhardt, Barneveld, Maandag 15 Juni, Aanvang 19:30 uur: 15 juni 2009 Gustav Leonhardt aanvang: 19.30 uu.. 
2009-06-14 22:05:46	nasque	#iremember when phones used to be simple 
2009-06-14 22:05:46	paulbevan	I'm reading: Sony Ericsson To Launch W995 Walkman Smartphone - 
2009-06-14 22:05:46	sammiorelli	Almost got stuck in the elevator with an irate Indian man & a chinese woman pushing a grocery cart full of empty... 
2009-06-14 22:05:46	scottmladd	RT @adamcoomes Love this Facebook Vanity URL. 
2009-06-14 22:05:46	sieme	@remyvanmannekes 3FM Megahittttttt!
2009-06-14 22:05:46	t2yes	Hey there! YOU are most welcome to read my articles at  Enjoy! /Tomas
2009-06-14 22:05:46	talentbar	Cheezhead added a blog post: Cheezhead added a blog postChoosing a Firm for Recruitment Process OutsourcingTryin.. 
2009-06-14 22:05:46	tamaraleigh33	 - Joy ride!
2009-06-14 22:05:46	texman2	@BeachSweetie:  Love it. ♫ ","['clintonsparks', 'djhectik', 'dj_alcide', 'tyrese4real', 'jdrydenme', 'architeuth1s', 'fakeleah', 'randyblanco', 'postaboi', 'danielmorgan', 'itshav', 'djmontecarlo', 'jonasbrothers', 'caliarchie', 'liquidweb', 'russelldevon', 'tahlib', 'julieisonfire', 'loutzenhiserbri', 'terrencej106', 'fepacheco', 'grahamhill', 'wimrampen', 'jonasbrothers', 'adamcoomes', 'remyvanmannekes', 'beachsweetie']"
3359265,2009-06-14 22:11:02,nba_lakers,QOTD: Get 'er done?  (LA Times) #lakers #nba,[]
3364711,2009-06-14 22:19:02,mrthinkblue,goodjob #Dodgers! 1/2 L.A Day is complete. Time for our Championship from our #Lakers! #GoLakers! CAAAAN U DiiiiiiiG IT!,[]
3377799,2009-06-14 22:35:40,twishes,"[-O] Watching ""The Boy in the Striped Pajama's"" until the lake show #lakers i love days like today....wish i.. ",[]
3384277,2009-06-14 22:43:21,artemispenny,Flippin' close game...RT @bradwyman: Lakers are on the brink. #lakers,['bradwyman']
3385779,2009-06-14 22:45:11,marc_bws4life,new followers hit me up and ill follow you back.. im surprised #Lakers isnt a trendin topic yet,[]
3386224,2009-06-14 22:45:56,hollywood_trey,...Got a 20 pack of Bud Light and I'm going to go cop some tree right now. Gotta clean out the garage before the #Lakers Game n what not,[]
3390476,2009-06-14 22:52:16,hollywood_trey,BRB!!! Oh btw...What AM station is @Lakers Radio? Anybody know? PLZ RT THIS! Thx! #Lakers #GOLA #Kobe #NBA #Finals,['lakers']
3407120,2009-06-14 23:15:30,grahamfarrar, - 405 traffic. How can there always be traffic on the 405? Lots of #lakers flags out. Go lakes.,[]
3407878,2009-06-14 23:16:25,alicejam,RT @OhBriBri: @alicejam I find most people hate the #Lakers just bcuz their Great.Knockin sumthin 4 being the best makes all those ppl h ...,"['ohbribri', 'alicejam']"
3416164,2009-06-14 23:29:23,kms34786,@twstephens #Magic #NBA #Lakers Hope magic keep it together and bring home a victory,['twstephens']
3420399,2009-06-14 23:35:39,cbs_community,Thread: Lakers vs. Magic! Game 5 of the NBA Finals tips off in half an hour. Join the chat! #Lakers #Magic #Kobe ,[]
3421394,2009-06-14 23:36:43,kevinbussey,Magic Johnson needs to dress out! #NBA #Lakers,[]
3429920,2009-06-14 23:49:26,michaelrusch,Drinking and getting ready to watch the #NBA and the #lakers,[]
3430761,2009-06-14 23:50:22,magana350z,RT @ChrisHangsleben: I'm only tweeting pre game today.. I gotta give my full attention to the #Lakers whipping some #magic ass.----<right,['chrishangsleben']
3430762,2009-06-14 23:50:22,magana350z,RT @ChrisHangsleben: I'm only tweeting pre game today.. I gotta give my full attention to the #Lakers whipping some #magic ass.----<right,['chrishangsleben']
3431765,2009-06-14 23:51:30,uptownprincemal,Back home ready to witness the #Lakers win another championship. Let's go @Lakers!!!,['lakers!!!']
3434528,2009-06-14 23:55:34,anivus,I'm calling #lakers by 15 ... It will be a fun game but #lakers will have control the whole game #fb,[]
3434714,2009-06-14 23:55:50,rdmantega,"Embora eu ache que as finais vão ser levadas para o jogo 6, hoje os #Lakers podem ser campeões. Go Lakers!!!",[]
3435042,2009-06-14 23:56:51,brentlauren,RT @SylFabulous: #iremember the NBA FloorCAM. OMG PLEASE JESUS BRING IT BACK! #NBA #Lakers,['sylfabulous']
3435908,2009-06-14 23:57:46,miltondouglas,Esperando ver hoy campeonizar a los #Lakers #GoLakers #GoLakers #GoLakers,[]
3437049,2009-06-14 23:58:55,basketballbuzz,"WTF is Nick Anderson doing! That ain't no good ""magic"" charm! #magic #lakers #nba",[]
